"dhlabid","urn","title","city","timestamp","year","conc","date","samesaken","Alta.samfunnet.er.i.mot.utbygging","protestbevegelse","at.et.møte.blir.arrangert","tv.program","produksjon.av.film","partipolitikk","kommunestyret","domstoler","regjeringen","myndigheter","demonstranter","politiet","saksbehandling.og.juridiske.prosesser","bygging.av.vei.og.anleggsvirksomhet","undersøkelser.og.utredning","arrestasjoner.og.bruk.av.tvangsmidler","økonomisk.og.næringsmessig.nytte","må.ha.kraft.og.strøm","konflikt.mellom.samer.og.nordmenn","rettigheter.til.land.og.ressurser","natur.og.miljø","vern.av.vassdrag","trussel.mot.samisk.kultur.og.næring","trussel.mot.laksefiske","Alta.kautokeinovassdraget.bør.bygges.ut","samiske.særrettigheter","utsatt.og.usikkerhet","unødvendig","splittelse.og.uenighet","vanskelig.å.snakke.om","urettferdig","opprivende","forsoning","samhold.og.enighet","handlekraft.og.beslutninger","tydelig.og.bestemtrettsak","leiren.i.Stilla","sultestreik","politiaksjonen","stortingets.vedtak","opprettelsen.av.Sametinget","Finnmarksloven","udemokratiske.protester","sivil.ulydighet","demonstrantene.opptrer.dårlig","ikke.voldelige","mediedekning","historisk.betydning","kunst.og.kultur","husker.eller.minnes","feilinformasjon","Konstruktiv.sivil.ulydighet","Manglende.utredning.om.konsekvenser","skeptisk.kraftprognose.motstand","meningsløs.kraftutbygging","Skeptisk.til.ulydighet","lov.og.orden","overdrevet.maktbruk.av.myndigheter.og.politi","fredelige.demonstranter","tydelig.og.bestemt","rettsak","arbeiderpartiet","gasskraftverk","neddemming.av.Masi","Kraftlinjer"
NA,"URN:NBN:no-nb_digavis_dagsavisen_null_null_20221111_137_263_1","dagsavisen","Oslo","20221111","2022","draget. Mattis Hætta deltok selv i demonstrasjonene mot Alta-utbyggingen. Det var Kjelsberg som inviterte Hætta til å joike",2022-11-11,0.74,0.93,0.91,0.6,0.3,0.22,0.46,0.11,0.18,0.1,0.44,0.97,0.1,0.55,0.47,0.57,0.8,0.5,0.21,0.52,0.72,0.51,0.67,0.73,0.16,0.51,0.69,0.63,0.55,0.68,0.56,0.62,0.82,0.24,0.24,0.62,0.63,0.48,0.19,0.1,0.25,0.11,0.17,0.42,0.75,0.41,0.18,0.42,0.59,0.83,0.78,0.6,0.53,0.56,0.6,0.66,0.64,0.15,0.6,0.01,0.49,0.26,0.2,0.09,0.17,0.24
NA,"URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20220423_148_93_1","faedrelandsvennen","Kristiansand","20220423","2022","E A v p 'l ; ; . På flere måter ble Alta-aksjonen, som kulminerte med politiets fjerning av demonstranter 14. januar",2022-04-23,0.23,0.7,0.83,0.17,0.15,0.2,0.26,0.08,0.15,0.07,0.46,0.79,0.84,0.68,0.18,0.36,0.93,0.22,0.22,0.55,0.67,0.35,0.24,0.71,0.14,0.22,0.48,0.55,0.37,0.61,0.5,0.61,0.79,0.04,0.03,0.5,0.43,0.53,0.12,0.89,0.07,0.1,0.14,0.59,0.52,0.56,0.08,0.2,0.45,0.14,0.66,0.45,0.17,0.46,0.27,0.39,0.44,0.28,0.68,0.02,0.26,0.25,0.23,0.08,0.23,0.12
NA,"URN:NBN:no-nb_digavis_nordlys_null_null_20220211_0_35_1","nordlys","Tromsø","20220211","2022","Ealáhussearvi- Samisk Næringsforbund, Deatnu-Tana Samepolitikkens oppstandelse Altasaken var en politisk strid på 1970-og begynnelsen av 1980-tallet",2022-02-11,0.8,0.69,0.51,0.6,0.13,0.2,0.74,0.12,0.06,0.12,0.13,0.3,0.05,0.23,0.22,0.58,0.58,0.3,0.26,0.73,0.79,0.23,0.63,0.75,0.07,0.68,0.74,0.55,0.23,0.89,0.53,0.46,0.94,0.03,0.03,0.33,0.44,0.51,0.11,0.05,0.17,0.15,0.07,0.14,0.25,0.17,0.1,0.1,0.41,0.13,0.58,0.49,0.13,0.33,0.2,0.14,0.29,0.06,0.31,0.01,0.33,0.11,0.09,0.07,0.23,0.07
NA,"URN:NBN:no-nb_digavis_klassekampen_null_null_20220422_54_92_1","klassekampen","Oslo","20220422","2022","ei I begge funksjonar var kampen om utbygginga av Alta-Kautokeino-vassdraget heilt sentral, og Hjort- Vi gratulerer med åremålsdagen.",2022-04-22,0.25,0.54,0.51,0.43,0.17,0.13,0.21,0.11,0.15,0.1,0.46,0.22,0.05,0.6,0.15,0.42,0.46,0.19,0.63,0.51,0.57,0.16,0.03,0.75,0.07,0.93,0.63,0.35,0.15,0.41,0.35,0.41,0.86,0.03,0.02,0.67,0.59,0.14,0.06,0.04,0.2,0.06,0.06,0.13,0.27,0.1,0.03,0.14,0.67,0.1,0.58,0.31,0.24,0.31,0.25,0.4,0.21,0.03,0.32,0.01,0.39,0.53,0.14,0.05,0.06,0.09
NA,"URN:NBN:no-nb_digavis_klassekampen_null_null_20220114_54_11_1","klassekampen","Oslo","20220114","2022","ein omkamp om dei verna vassdraga. KRAFT n Kampen om Alta-vassdraget var den største av vassdragskampane og enda med",2022-01-14,0.06,0.44,0.52,0.43,0.14,0.18,0.2,0.09,0.19,0.1,0.36,0.25,0.06,0.7,0.16,0.42,0.69,0.46,0.62,0.41,0.89,0.5,0.94,0.57,0.12,0.24,0.5,0.64,0.22,0.75,0.47,0.48,0.8,0.03,0.03,0.78,0.28,0.27,0.1,0.05,0.24,0.12,0.1,0.1,0.25,0.26,0.02,0.22,0.4,0.12,0.7,0.48,0.19,0.43,0.2,0.19,0.23,0.07,0.45,0.01,0.27,0.72,0.26,0.04,0.12,0.2
NA,"URN:NBN:no-nb_digavis_ostlendingen_null_null_20221112_122_136_1","ostlendingen","Elverum","20221112","2022","Eira til iFinnmark. «Sámiid ædnan» ble opprinnelig skrevet om Alta-saken for Hålogaland Teater. Hætta vokste opp i Masi i Kautokeino",2022-11-12,0.69,0.58,0.51,0.48,0.4,0.17,0.38,0.18,0.19,0.1,0.47,0.4,0.14,0.73,0.5,0.62,0.71,0.6,0.25,0.39,0.66,0.24,0.6,0.58,0.15,0.51,0.59,0.74,0.49,0.59,0.62,0.6,0.81,0.14,0.4,0.68,0.55,0.4,0.14,0.12,0.19,0.15,0.15,0.29,0.49,0.31,0.43,0.67,0.65,0.64,0.64,0.68,0.43,0.67,0.22,0.41,0.51,0.23,0.63,0.08,0.54,0.6,0.15,0.09,0.63,0.12
NA,"URN:NBN:no-nb_digavis_finnmarkdagblad_null_null_20221118_109_179_1","finnmarkdagblad","Hammerfest","20221118","2022","Ella EMOSJONELT TEMA: Filmen «La elva leve» handler om Alta-aksjonen og blir åpningsfilm på TIFF 2023. Hovedrolleinnehaver engasjement",2022-11-18,0.21,0.88,0.91,0.48,0.19,0.58,0.25,0.13,0.16,0.07,0.31,0.84,0.08,0.33,0.2,0.41,0.69,0.18,0.42,0.39,0.6,0.71,0.7,0.77,0.49,0.18,0.51,0.63,0.3,0.44,0.73,0.61,0.95,0.08,0.07,0.49,0.62,0.53,0.11,0.06,0.19,0.11,0.13,0.64,0.75,0.25,0.13,0.44,0.62,0.67,0.79,0.25,0.25,0.5,0.47,0.47,0.43,0.06,0.51,0.04,0.39,0.39,0.19,0.06,0.11,0.12
NA,"URN:NBN:no-nb_digavis_finnmarken_null_null_20221118_124_179_1","finnmarken","Vadsø","20221118","2022","Ella EMOSJONELT TEMA: Filmen «La elva leve» handler om Alta-aksjonen og blir åpningsfilm på TIFF 2023. Hovedrolleinnehaver engasjement",2022-11-18,0.21,0.88,0.91,0.48,0.19,0.58,0.25,0.13,0.16,0.07,0.31,0.84,0.08,0.33,0.2,0.41,0.69,0.18,0.42,0.39,0.6,0.71,0.7,0.77,0.49,0.18,0.51,0.63,0.3,0.44,0.73,0.61,0.95,0.08,0.07,0.49,0.62,0.53,0.11,0.06,0.19,0.11,0.13,0.64,0.75,0.25,0.13,0.44,0.62,0.67,0.79,0.25,0.25,0.5,0.47,0.47,0.43,0.06,0.51,0.04,0.39,0.39,0.19,0.06,0.11,0.12
NA,"URN:NBN:no-nb_digavis_gauldalsposten_null_null_20220112_15_2_1","gauldalsposten","Støren","20220112","2022","Ella Fitzgerald, naturverneren Per Flatberg som deltok aktivt i Alta-aksjonen, Redaktør pressekonferanse Samfunnet forandrer Guri Melby vet ikke",2022-01-12,0.05,0.77,0.68,0.6,0.33,0.09,0.02,0.12,0.03,0.1,0.16,0.69,0.01,0.2,0.2,0.27,0.59,0.12,0.08,0.13,0.59,0.79,0.19,0.2,0.04,0.07,0.19,0.74,0.19,0.46,0.35,0.28,0.51,0.02,0.02,0.31,0.17,0.38,0.03,0.01,0.07,0.1,0.07,0.15,0.64,0.17,0.03,0.16,0.44,0.25,0.7,0.45,0.14,0.32,0.25,0.15,0.22,0.11,0.33,0.01,0.09,0.05,0.01,0.05,0.11,0.07
NA,"URN:NBN:no-nb_digavis_fremover_null_null_20220223_120_30_1","fremover","Narvik","20220223","2022","eller kanskje i det tiåret på 1970-80 tallet under Alta-saken, oppvåkningen og rettighetskampen? Nei se, det vet bare",2022-02-23,0.21,0.58,0.7,0.22,0.16,0.2,0.09,0.07,0.1,0.03,0.27,0.49,0.03,0.58,0.13,0.27,0.38,0.04,0.09,0.73,0.31,0.04,0.37,0.39,0.09,0.12,0.56,0.69,0.21,0.35,0.48,0.28,0.82,0.02,0.01,0.47,0.51,0.42,0.09,0.03,0.09,0.08,0.06,0.11,0.24,0.11,0.03,0.15,0.61,0.02,0.8,0.45,0.12,0.24,0.15,0.09,0.26,0.02,0.14,0.01,0.06,0.54,0.18,0.02,0.23,0.07
NA,"URN:NBN:no-nb_digavis_nordlys_null_null_20220210_0_34_1","nordlys","Tromsø","20220210","2022","Ellos Eatnu! – Nullpunkt er en rik fortelling om alt Altasaken og sultestreiken førte til. En minnebok og en dyp",2022-02-10,0.19,0.52,0.75,0.18,0.14,0.13,0.1,0.08,0.15,0.04,0.33,0.61,0.04,0.42,0.12,0.17,0.5,0.16,0.09,0.57,0.31,0.23,0.23,0.6,0.06,0.11,0.52,0.76,0.39,0.82,0.74,0.69,0.93,0.08,0.07,0.54,0.36,0.64,0.93,0.04,0.09,0.04,0.09,0.4,0.62,0.23,0.12,0.16,0.88,0.1,0.81,0.28,0.15,0.35,0.29,0.24,0.28,0.04,0.19,0.02,0.14,0.35,0.11,0.04,0.15,0.05
NA,"URN:NBN:no-nb_digavis_dagsavisen_null_null_20220430_137_99_1","dagsavisen","Oslo","20220430","2022","En gruppe samer sultestreiket i Oslo under protestene mot alta-utbyggingen. denne helgenen hadde merkedag nå 29. april, og kanoniseringen",2022-04-30,0.91,0.93,0.97,0.4,0.12,0.11,0.07,0.07,0.14,0.03,0.24,0.91,0.03,0.52,0.23,0.35,0.64,0.18,0.13,0.78,0.47,0.41,0.49,0.75,0.08,0.64,0.72,0.73,0.41,0.82,0.74,0.7,0.83,0.15,0.06,0.58,0.59,0.49,0.96,0.04,0.19,0.2,0.07,0.61,0.87,0.54,0.34,0.16,0.79,0.15,0.82,0.39,0.56,0.38,0.7,0.64,0.56,0.17,0.39,0.03,0.46,0.21,0.08,0.04,0.36,0.09
NA,"URN:NBN:no-nb_digavis_rogalandsavis_null_null_20220430_120_99_1","rogalandsavis","Stavanger","20220430","2022","En gruppe samer sultestreiket i Oslo under protestene mot alta-utbyggingen. denne helgenen hadde merkedag nå 29. april, og kanoniseringen",2022-04-30,0.91,0.93,0.97,0.4,0.12,0.11,0.07,0.07,0.14,0.03,0.24,0.91,0.03,0.52,0.23,0.35,0.64,0.18,0.13,0.78,0.47,0.41,0.49,0.75,0.08,0.64,0.72,0.73,0.41,0.82,0.74,0.7,0.83,0.15,0.06,0.58,0.59,0.49,0.96,0.04,0.19,0.2,0.07,0.61,0.87,0.54,0.34,0.16,0.79,0.15,0.82,0.39,0.56,0.38,0.7,0.64,0.56,0.17,0.39,0.03,0.46,0.21,0.08,0.04,0.36,0.09
NA,"URN:NBN:no-nb_digavis_demokraten_null_null_20220430_116_50_1","demokraten","Fredrikstad","20220430","2022","En gruppe samer sultestreiket i Oslo under protestene mot alta-utbyggingen. denne helgenen hadde merkedag nå 29. april, og kanoniseringen",2022-04-30,0.91,0.93,0.97,0.4,0.12,0.11,0.07,0.07,0.14,0.03,0.24,0.91,0.03,0.52,0.23,0.35,0.64,0.18,0.13,0.78,0.47,0.41,0.49,0.75,0.08,0.64,0.72,0.73,0.41,0.82,0.74,0.7,0.83,0.15,0.06,0.58,0.59,0.49,0.96,0.04,0.19,0.2,0.07,0.61,0.87,0.54,0.34,0.16,0.79,0.15,0.82,0.39,0.56,0.38,0.7,0.64,0.56,0.17,0.39,0.03,0.46,0.21,0.08,0.04,0.36,0.09
NA,"URN:NBN:no-nb_digavis_nordlys_null_null_20221011_0_236_1","nordlys","Tromsø","20221011","2022","en høyesterettsdom i 1982? FOTO: OlE MARTIN WOld, NTB AlTASAKEN: Demonstrasjoner i Masi i august 1970 mot foreslått neddemming",2022-10-11,0.35,0.9,0.89,0.41,0.12,0.1,0.26,0.09,0.92,0.09,0.63,0.98,0.13,0.93,0.05,0.32,0.71,0.26,0.04,0.75,0.84,0.74,0.41,0.81,0.06,0.27,0.69,0.59,0.27,0.53,0.42,0.57,0.79,0.03,0.05,0.6,0.58,0.7,0.1,0.18,0.43,0.07,0.14,0.52,0.61,0.31,0.1,0.35,0.57,0.07,0.62,0.43,0.3,0.37,0.5,0.27,0.41,0.39,0.42,0.02,0.23,0.96,0.16,0.03,0.67,0.1
NA,"URN:NBN:no-nb_digavis_nordlys_null_null_20220423_0_93_1","nordlys","Tromsø","20220423","2022","en norsk verden og da med utgangspunkt i utbyggingen av Alta-Kautokeinovassdraget. Født som han er i 1948 i Sirbmá, har",2022-04-23,0.14,0.19,0.62,0.51,0.35,0.52,0.19,0.13,0.23,0.16,0.27,0.23,0.13,0.81,0.24,0.61,0.79,0.6,0.79,0.56,0.76,0.26,0.03,0.87,0.5,0.78,0.62,0.66,0.33,0.39,0.47,0.69,0.69,0.06,0.2,0.82,0.64,0.22,0.13,0.08,0.49,0.15,0.2,0.13,0.4,0.23,0.23,0.5,0.76,0.28,0.74,0.63,0.27,0.45,0.22,0.53,0.21,0.14,0.58,0.01,0.52,0.34,0.23,0.05,0.09,0.15
NA,"URN:NBN:no-nb_digavis_altaposten_null_null_20221114_54_133_1","altaposten","Alta","20221114","2022","engasjement for vann og vassdrag, og da spesielt fra Alta-saken. Det var ikke omkostningsfritt å være en del av Folkeaksjonen",2022-11-14,0.06,0.73,0.93,0.75,0.2,0.24,0.58,0.1,0.14,0.04,0.18,0.79,0.03,0.56,0.04,0.65,0.62,0.48,0.08,0.35,0.94,0.95,0.76,0.34,0.43,0.43,0.61,0.67,0.51,0.7,0.64,0.51,0.87,0.12,0.12,0.74,0.55,0.63,0.16,0.04,0.11,0.13,0.13,0.27,0.56,0.29,0.23,0.4,0.7,0.03,0.83,0.53,0.41,0.47,0.26,0.21,0.49,0.02,0.41,0.03,0.45,0.33,0.22,0.02,0.44,0.03
NA,"URN:NBN:no-nb_digavis_verdensgang_null_null_20221118_0_313_1","verdensgang","Oslo","20221118","2022","enstemmig Høyesterett frem til at utbyggingsvedtaket om Alta-Kautokeinovassdraget var gyldig, noe som betydde at Alta-aksjonistene altså",2022-11-18,0.27,0.75,0.86,0.38,0.21,0.24,0.15,0.08,0.95,0.06,0.64,0.89,0.08,0.95,0.16,0.57,0.86,0.23,0.59,0.67,0.7,0.32,0.08,0.68,0.12,0.64,0.67,0.47,0.39,0.03,0.38,0.41,0.81,0.06,0.63,0.83,0.81,0.54,0.11,0.11,0.44,0.05,0.04,0.5,0.48,0.45,0.16,0.18,0.41,0.18,0.57,0.72,0.18,0.36,0.33,0.29,0.45,0.63,0.62,0.01,0.67,0.93,0.18,0.02,0.07,0.15
NA,"URN:NBN:no-nb_digavis_finnmarken_null_null_20221017_124_160_1","finnmarken","Vadsø","20221017","2022","enstemmig Høyesterett som kom til at utbyggingsvedtaket om Alta-Kautokeinovassdraget var gyldig. Sitat fra høyesterettsdommen i 1982: «Ankesaken",2022-10-17,0.49,0.25,0.54,0.54,0.19,0.16,0.23,0.08,0.93,0.12,0.85,0.36,0.1,0.94,0.22,0.66,0.62,0.58,0.78,0.56,0.74,0.5,0.1,0.8,0.22,0.65,0.74,0.67,0.46,0.01,0.59,0.37,0.64,0.14,0.93,0.84,0.7,0.23,0.12,0.11,0.62,0.1,0.09,0.17,0.25,0.3,0.49,0.18,0.61,0.2,0.62,0.53,0.28,0.47,0.3,0.22,0.47,0.61,0.53,0.04,0.71,0.94,0.16,0.07,0.16,0.18
NA,"URN:NBN:no-nb_digavis_finnmarkdagblad_null_null_20221017_109_160_1","finnmarkdagblad","Hammerfest","20221017","2022","enstemmig Høyesterett som kom til at utbyggingsvedtaket om Alta-Kautokeinovassdraget var gyldig. Sitat fra høyesterettsdommen i 1982: «Ankesaken",2022-10-17,0.49,0.25,0.54,0.54,0.19,0.16,0.23,0.08,0.93,0.12,0.85,0.36,0.1,0.94,0.22,0.66,0.62,0.58,0.78,0.56,0.74,0.5,0.1,0.8,0.22,0.65,0.74,0.67,0.46,0.01,0.59,0.37,0.64,0.14,0.93,0.84,0.7,0.23,0.12,0.11,0.62,0.1,0.09,0.17,0.25,0.3,0.49,0.18,0.61,0.2,0.62,0.53,0.28,0.47,0.3,0.22,0.47,0.61,0.53,0.04,0.71,0.94,0.16,0.07,0.16,0.18
NA,"URN:NBN:no-nb_digavis_nordlys_null_null_20221011_0_236_1","nordlys","Tromsø","20221011","2022","enstemmig Høyesterett som kom til at utbyggingsvedtaket om Alta-Kautokeinovassdraget var gyldig. Sitat fra høyesterettsdommen i 1982: På",2022-10-11,0.5,0.28,0.51,0.53,0.19,0.18,0.2,0.09,0.91,0.14,0.82,0.37,0.1,0.94,0.21,0.66,0.62,0.61,0.78,0.62,0.77,0.51,0.09,0.84,0.23,0.64,0.74,0.73,0.54,0.01,0.66,0.42,0.71,0.15,0.92,0.85,0.75,0.2,0.13,0.11,0.67,0.08,0.09,0.18,0.24,0.32,0.52,0.2,0.59,0.23,0.66,0.58,0.31,0.49,0.3,0.24,0.47,0.61,0.56,0.04,0.74,0.94,0.23,0.06,0.13,0.18
NA,"URN:NBN:no-nb_digavis_finnmarkdagblad_null_null_20221028_109_167_1","finnmarkdagblad","Hammerfest","20221028","2022","er blitt en del av henne. På samme måte som Altasaken ble en del av Alta-aksjonistene. – Hver gang det synker",2022-10-28,0.24,0.83,0.81,0.4,0.39,0.33,0.36,0.23,0.28,0.27,0.3,0.73,0.12,0.58,0.37,0.53,0.74,0.39,0.17,0.44,0.44,0.31,0.42,0.68,0.27,0.44,0.49,0.75,0.51,0.67,0.62,0.61,0.75,0.07,0.04,0.3,0.43,0.72,0.19,0.14,0.19,0.23,0.23,0.34,0.64,0.25,0.14,0.25,0.67,0.18,0.85,0.48,0.24,0.54,0.46,0.5,0.46,0.1,0.4,0.02,0.26,0.52,0.58,0.16,0.55,0.23
NA,"URN:NBN:no-nb_digavis_finnmarken_null_null_20221028_124_167_1","finnmarken","Vadsø","20221028","2022","er blitt en del av henne. På samme måte som Altasaken ble en del av Alta-aksjonistene. – Hver gang det synker",2022-10-28,0.24,0.83,0.81,0.4,0.39,0.33,0.36,0.23,0.28,0.27,0.3,0.73,0.12,0.58,0.37,0.53,0.74,0.39,0.17,0.44,0.44,0.31,0.42,0.68,0.27,0.44,0.49,0.75,0.51,0.67,0.62,0.61,0.75,0.07,0.04,0.3,0.43,0.72,0.19,0.14,0.19,0.23,0.23,0.34,0.64,0.25,0.14,0.25,0.67,0.18,0.85,0.48,0.24,0.54,0.46,0.5,0.46,0.1,0.4,0.02,0.26,0.52,0.58,0.16,0.55,0.23
NA,"URN:NBN:no-nb_digavis_nordlys_null_null_20221123_0_273_1","nordlys","Tromsø","20221123","2022","er en fiksjonsfilm basert på de virkelige hendelsene fra Altaaksjonen. — Jeg hører til de som slett ikke var engasjert",2022-11-23,0.21,0.56,0.66,0.15,0.18,0.71,0.37,0.1,0.14,0.08,0.33,0.68,0.11,0.27,0.17,0.3,0.63,0.37,0.06,0.44,0.37,0.19,0.26,0.59,0.1,0.07,0.41,0.44,0.51,0.62,0.62,0.54,0.75,0.07,0.08,0.23,0.25,0.8,0.1,0.13,0.12,0.08,0.14,0.45,0.59,0.43,0.36,0.23,0.48,0.21,0.67,0.45,0.17,0.46,0.33,0.23,0.62,0.11,0.51,0.26,0.17,0.22,0.2,0.07,0.07,0.06
NA,"URN:NBN:no-nb_digavis_itromso_null_null_20221112_124_264_1","itromso","Tromsø","20221112","2022","er en fiksjonsfilm basert på virkelige hendelser under Alta-aksjonen. 16. januar får den sin verdenspremière, som åpningsfilm",2022-11-12,0.27,0.68,0.82,0.14,0.09,0.7,0.07,0.07,0.14,0.03,0.27,0.77,0.09,0.53,0.22,0.4,0.65,0.54,0.12,0.37,0.58,0.13,0.32,0.66,0.1,0.08,0.43,0.44,0.32,0.32,0.58,0.59,0.88,0.02,0.02,0.48,0.3,0.54,0.09,0.06,0.08,0.06,0.12,0.31,0.68,0.31,0.25,0.34,0.6,0.29,0.55,0.19,0.3,0.37,0.32,0.28,0.32,0.03,0.34,0.02,0.27,0.14,0.18,0.06,0.15,0.06
NA,"URN:NBN:no-nb_digavis_altaposten_null_null_20220204_54_15_1","altaposten","Alta","20220204","2022","er klar for å takle de fleste situasjoner. Historisk Altaaksjonen er en av de bitreste stridene i Norges historie, Folkeaksjonen",2022-02-04,0.22,0.79,0.85,0.36,0.18,0.35,0.38,0.1,0.15,0.04,0.24,0.76,0.1,0.62,0.34,0.47,0.76,0.19,0.48,0.76,0.8,0.41,0.67,0.74,0.18,0.47,0.55,0.64,0.27,0.95,0.77,0.62,0.97,0.02,0.01,0.66,0.42,0.68,0.15,0.06,0.09,0.12,0.12,0.56,0.48,0.43,0.03,0.26,0.93,0.17,0.6,0.43,0.02,0.42,0.34,0.29,0.35,0.14,0.49,0.01,0.8,0.25,0.15,0.08,0.28,0.09
NA,"URN:NBN:no-nb_digavis_aftenposten_null_null_20221202_163_283_1","aftenposten","Oslo","20221202","2022","er klarere i etterpåklokskapens lys, som demningen i Alta-Kautokeino vassdraget. Demningen som Per Flatberg brukte all sin kraft",2022-12-02,0.25,0.08,0.32,0.07,0.05,0.1,0.04,0.05,0.07,0.06,0.27,0.15,0.01,0.18,0.03,0.13,0.4,0.22,0.62,0.3,0.43,0.12,0.42,0.59,0.23,0.07,0.37,0.18,0.46,0.22,0.38,0.47,0.62,0.04,0.02,0.44,0.27,0.07,0.05,0.01,0.1,0.01,0.06,0.09,0.22,0.11,0.04,0.05,0.53,0.03,0.75,0.41,0.09,0.35,0.18,0.44,0.22,0.02,0.16,0,0.36,0.2,0.04,0.02,0.08,0.1
NA,"URN:NBN:no-nb_digavis_vesteraalen_null_null_20221102_102_213_1","vesteraalen","Sortland","20221102","2022","er lenge siden, og det er ingen tvil om at Altautbyggingen ikke hadde skjedd i dag. Synet på samisk reindrift har",2022-11-02,0.82,0.66,0.56,0.64,0.42,0.53,0.46,0.14,0.18,0.13,0.17,0.42,0.14,0.73,0.37,0.66,0.79,0.63,0.13,0.5,0.79,0.24,0.16,0.88,0.05,0.29,0.83,0.79,0.59,0.79,0.65,0.71,0.76,0.12,0.12,0.62,0.31,0.3,0.26,0.13,0.38,0.14,0.13,0.31,0.26,0.41,0.63,0.46,0.77,0.14,0.85,0.71,0.17,0.62,0.42,0.49,0.52,0.16,0.67,0.06,0.3,0.41,0.17,0.09,0.36,0.13
NA,"URN:NBN:no-nb_digavis_altaposten_null_null_20220525_54_60_1","altaposten","Alta","20220525","2022","er så vidt innenfor min oransje farevarsel-linje. I Alta-Kautokeino vassdraget ligger det eksempelvis ikke an til noen spesielt høy",2022-05-25,0.39,0.31,0.35,0.53,0.2,0.14,0.31,0.17,0.31,0.17,0.45,0.33,0.1,0.52,0.23,0.48,0.67,0.35,0.27,0.25,0.62,0.49,0.59,0.44,0.47,0.08,0.48,0.78,0.52,0.35,0.64,0.38,0.38,0.17,0.24,0.25,0.23,0.26,0.07,0.07,0.21,0.13,0.18,0.2,0.24,0.32,0.53,0.16,0.39,0.13,0.64,0.59,0.13,0.34,0.44,0.25,0.49,0.22,0.14,0.12,0.19,0.3,0.16,0.14,0.16,0.49
NA,"URN:NBN:no-nb_digavis_nationen_null_null_20221001_0_228_1","nationen","Oslo","20221001","2022","er sjøsame fra Nesseby i Finnmark. – Tretti år etter Alta-saken burde vi hatt bedre mekanismer for å håndtere dette.",2022-10-01,0.76,0.51,0.56,0.52,0.16,0.12,0.26,0.11,0.27,0.02,0.14,0.28,0.07,0.78,0.11,0.56,0.75,0.32,0.08,0.62,0.54,0.09,0.13,0.89,0.18,0.4,0.86,0.75,0.69,0.68,0.69,0.8,0.81,0.17,0.06,0.73,0.15,0.58,0.16,0.1,0.17,0.18,0.57,0.4,0.55,0.46,0.25,0.27,0.6,0.08,0.71,0.63,0.14,0.71,0.18,0.41,0.58,0.16,0.62,0.01,0.08,0.4,0.05,0.02,0.48,0.05
NA,"URN:NBN:no-nb_digavis_altaposten_null_null_20220112_54_5_1","altaposten","Alta","20220112","2022","et stort antall personer som sto på alle sider under Altasaken på 1980-tallet, sier Østli som også legger til at altaværinger",2022-01-12,0.09,0.47,0.83,0.53,0.12,0.19,0.71,0.19,0.25,0.02,0.23,0.71,0.08,0.83,0.25,0.54,0.85,0.19,0.19,0.67,0.48,0.07,0.48,0.42,0.06,0.31,0.27,0.63,0.21,0.26,0.38,0.48,0.89,0.07,0.6,0.79,0.31,0.48,0.09,0.08,0.1,0.09,0.09,0.16,0.41,0.16,0.02,0.29,0.74,0.11,0.83,0.57,0.23,0.34,0.23,0.2,0.18,0.15,0.39,0.01,0.3,0.81,0.28,0.02,0.17,0.08
NA,"URN:NBN:no-nb_digavis_sortrondelag_null_null_20220705_115_76_1","sortrondelag","Orkanger","20220705","2022","etter å ha ligget under portugisisk styre. I1979 startet Alta-aksjonen hvor demonstranter mot kraftutbyggingen i Alta-og Kautokeino-vassdragene",2022-07-05,0.56,0.98,0.97,0.5,0.18,0.25,0.51,0.28,0.23,0.36,0.47,0.98,0.15,0.71,0.16,0.53,0.93,0.39,0.38,0.67,0.72,0.66,0.3,0.79,0.11,0.51,0.72,0.74,0.5,0.76,0.47,0.69,0.89,0.05,0.05,0.46,0.56,0.65,0.27,0.13,0.2,0.15,0.26,0.83,0.81,0.51,0.17,0.37,0.61,0.18,0.71,0.57,0.42,0.55,0.78,0.8,0.52,0.13,0.59,0.02,0.31,0.55,0.43,0.09,0.11,0.2
NA,"URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20221024_148_247_1","faedrelandsvennen","Kristiansand","20221024","2022","etter at de har brukt spillet. Også Tana-elva og Alta-aksjonen er historiske steder som man kan besøke og utforske",2022-10-24,0.43,0.52,0.24,0.29,0.12,0.09,0.08,0.07,0.11,0.04,0.13,0.47,0.04,0.07,0.06,0.33,0.64,0.02,0.1,0.34,0.43,0.02,0.27,0.46,0.35,0.05,0.18,0.16,0.16,0.3,0.16,0.2,0.42,0.01,0.02,0.25,0.29,0.15,0.08,0.06,0.06,0.02,0.03,0.06,0.12,0.22,0.04,0.09,0.83,0.08,0.54,0.19,0.06,0.24,0.13,0.08,0.22,0.03,0.37,0.01,0.16,0.24,0.1,0.04,0.05,0.03
