"dhlabid","urn","title","city","timestamp","year","conc","date","samesaken","Alta.samfunnet.er.i.mot.utbygging","protestbevegelse","at.et.møte.blir.arrangert","tv.program","produksjon.av.film","partipolitikk","kommunestyret","domstoler","regjeringen","myndigheter","demonstranter","politiet","saksbehandling.og.juridiske.prosesser","bygging.av.vei.og.anleggsvirksomhet","undersøkelser.og.utredning","arrestasjoner.og.bruk.av.tvangsmidler","økonomisk.og.næringsmessig.nytte","må.ha.kraft.og.strøm","konflikt.mellom.samer.og.nordmenn","rettigheter.til.land.og.ressurser","natur.og.miljø","vern.av.vassdrag","trussel.mot.samisk.kultur.og.næring","trussel.mot.laksefiske","Alta.kautokeinovassdraget.bør.bygges.ut","samiske.særrettigheter","utsatt.og.usikkerhet","unødvendig","splittelse.og.uenighet","vanskelig.å.snakke.om","urettferdig","opprivende","forsoning","samhold.og.enighet","handlekraft.og.beslutninger","tydelig.og.bestemtrettsak","leiren.i.Stilla","sultestreik","politiaksjonen","stortingets.vedtak","opprettelsen.av.Sametinget","Finnmarksloven","udemokratiske.protester","sivil.ulydighet","demonstrantene.opptrer.dårlig","ikke.voldelige","mediedekning","historisk.betydning","kunst.og.kultur","husker.eller.minnes","feilinformasjon","Konstruktiv.sivil.ulydighet","Manglende.utredning.om.konsekvenser","skeptisk.kraftprognose.motstand","meningsløs.kraftutbygging","Skeptisk.til.ulydighet","lov.og.orden","overdrevet.maktbruk.av.myndigheter.og.politi","fredelige.demonstranter","tydelig.og.bestemt","rettsak","arbeiderpartiet","gasskraftverk","neddemming.av.Masi","Kraftlinjer"
NA,"URN:NBN:no-nb_digavis_avisanordland_null_null_20190227_0_0_1","avisanordland","Bodø","20190227","2019","Finnmark. Det rasles allerede med de gamle lenkene fra Altaaksjonen. Sammenligningen med det som skjedde på syttiog begynnelsen",2019-02-27,0.25,0.65,0.71,0.49,0.1,0.11,0.18,0.08,0.09,0.03,0.2,0.6,0.03,0.39,0.28,0.24,0.78,0.23,0.19,0.41,0.66,0.08,0.17,0.65,0.1,0.17,0.39,0.46,0.24,0.46,0.27,0.47,0.83,0.03,0.02,0.25,0.18,0.56,0.08,0.11,0.07,0.17,0.26,0.22,0.39,0.32,0.03,0.18,0.66,0.04,0.68,0.34,0.1,0.34,0.24,0.2,0.28,0.03,0.52,0.01,0.15,0.18,0.09,0.02,0.26,0.2
NA,"URN:NBN:no-nb_digavis_sorvarangeravis_null_null_20190103_1_1_1","sorvarangeravis","Kirkenes","20190103","2019","Finnmarkingen godtok ikke lengre å bli overkjørt. Etter Altasaken hadde staten en ny type finnmarking å forholde seg",2019-01-03,0.22,0.71,0.76,0.57,0.17,0.21,0.4,0.28,0.68,0.57,0.74,0.58,0.22,0.89,0.42,0.56,0.82,0.16,0.13,0.76,0.65,0.08,0.07,0.68,0.13,0.52,0.76,0.8,0.6,0.76,0.67,0.8,0.87,0.2,0.03,0.49,0.23,0.59,0.23,0.34,0.28,0.31,0.54,0.6,0.53,0.63,0.2,0.27,0.29,0.07,0.73,0.74,0.2,0.68,0.46,0.48,0.7,0.42,0.72,0.02,0.14,0.73,0.35,0.02,0.33,0.11
NA,"URN:NBN:no-nb_digavis_fosnafolket_null_null_20190917_56_72_1","fosnafolket","Brekstad","20190917","2019","fjernet med makt og ilagt store bøter av politiet under Altaaksjonen. 40Dagenstall Arbeiderpartiets ordførerkandidat foran valget, Knut Ola",2019-09-17,0.32,0.58,0.87,0.56,0.21,0.2,0.92,0.36,0.67,0.09,0.8,0.9,0.96,0.92,0.31,0.27,0.99,0.16,0.1,0.58,0.56,0.21,0.25,0.71,0.16,0.2,0.61,0.39,0.43,0.63,0.4,0.64,0.86,0.06,0.02,0.84,0.5,0.68,0.13,0.96,0.07,0.17,0.42,0.68,0.61,0.67,0.03,0.47,0.38,0.17,0.73,0.58,0.03,0.5,0.3,0.34,0.31,0.75,0.89,0.01,0.59,0.94,0.97,0.07,0.3,0.16
NA,"URN:NBN:no-nb_digavis_altaposten_null_null_20191230_51_150_1","altaposten","Alta","20191230","2019","Flere av nordmennene som hadde et sterkt engasjement for Alta-saken, har sagt rett ut at de misliker at det samiske",2019-12-30,0.7,0.69,0.66,0.63,0.14,0.3,0.49,0.11,0.18,0.04,0.14,0.33,0.05,0.69,0.22,0.59,0.79,0.23,0.25,0.89,0.72,0.35,0.61,0.87,0.04,0.62,0.7,0.63,0.27,0.92,0.58,0.61,0.8,0.05,0.02,0.37,0.22,0.45,0.09,0.06,0.12,0.13,0.06,0.31,0.24,0.4,0.24,0.23,0.23,0.12,0.72,0.76,0.09,0.53,0.47,0.3,0.76,0.09,0.6,0.01,0.16,0.41,0.07,0.04,0.23,0.09
NA,"URN:NBN:no-nb_digavis_altaposten_null_null_20190118_51_8_1","altaposten","Alta","20190118","2019","flere bøker om emnet og det har vært bruddstykker fra Alta-aksjonen i media opp gjennom årene, er det lenge siden jeg",2019-01-18,0.17,0.6,0.71,0.2,0.05,0.04,0.13,0.07,0.11,0.03,0.2,0.57,0.05,0.46,0.15,0.3,0.52,0.25,0.04,0.44,0.33,0.12,0.18,0.58,0.12,0.15,0.34,0.42,0.17,0.37,0.3,0.43,0.74,0.02,0.02,0.21,0.17,0.49,0.06,0.05,0.05,0.08,0.1,0.35,0.46,0.35,0.11,0.71,0.27,0.11,0.66,0.38,0.06,0.4,0.1,0.18,0.25,0.05,0.56,0.01,0.14,0.19,0.09,0.03,0.17,0.06
NA,"URN:NBN:no-nb_digavis_altaposten_null_null_20190823_51_96_1","altaposten","Alta","20190823","2019","flere I STILLA: Øystein Dalland kom tilbake til Alta under Alta-aksjonen. Her sitter han i lenker i Stilla i januar 1981.",2019-08-23,0.55,0.79,0.93,0.39,0.13,0.24,0.37,0.05,0.45,0.1,0.58,0.93,0.5,0.86,0.48,0.63,0.96,0.53,0.46,0.7,0.53,0.62,0.64,0.69,0.2,0.33,0.61,0.78,0.49,0.66,0.59,0.66,0.93,0.04,0.13,0.46,0.56,0.86,0.36,0.52,0.22,0.12,0.32,0.63,0.85,0.54,0.17,0.45,0.66,0.18,0.8,0.57,0.36,0.47,0.5,0.54,0.41,0.32,0.74,0.01,0.38,0.85,0.52,0.08,0.32,0.26
NA,"URN:NBN:no-nb_digavis_klassekampen_null_null_20191116_51_267_1","klassekampen","Oslo","20191116","2019","følges. Aksjonistene mente Norge ville klare seg uten Altautbyggingen, noe Nilsen mener er bekreftet i dag. – Våre",2019-11-16,0.24,0.72,0.91,0.69,0.29,0.37,0.4,0.19,0.2,0.14,0.48,0.93,0.11,0.69,0.54,0.6,0.83,0.51,0.49,0.6,0.74,0.56,0.5,0.73,0.21,0.54,0.56,0.68,0.51,0.69,0.6,0.67,0.76,0.37,0.18,0.66,0.45,0.61,0.33,0.16,0.21,0.2,0.17,0.59,0.73,0.39,0.12,0.33,0.53,0.25,0.72,0.78,0.62,0.54,0.74,0.57,0.48,0.22,0.57,0.03,0.45,0.44,0.35,0.1,0.2,0.22
NA,"URN:NBN:no-nb_digavis_sunnmorsposten_null_null_20191005_137_231_1","sunnmorsposten","Ålesund","20191005","2019","Folk stilte opp med Molotovcocktails. Nokre år seinare kom Altasaka med store demonstrasjonar og sveltestreikande samar. Aksjonar på",2019-10-05,0.75,0.67,0.96,0.41,0.18,0.19,0.28,0.11,0.15,0.07,0.18,0.96,0.13,0.5,0.38,0.46,0.92,0.22,0.18,0.8,0.59,0.21,0.34,0.81,0.13,0.4,0.58,0.51,0.31,0.79,0.41,0.69,0.78,0.02,0.02,0.38,0.21,0.59,0.17,0.31,0.1,0.09,0.1,0.58,0.53,0.4,0.02,0.32,0.4,0.13,0.62,0.48,0.24,0.6,0.13,0.27,0.23,0.08,0.53,0.01,0.22,0.22,0.17,0.07,0.14,0.13
NA,"URN:NBN:no-nb_digavis_nordlys_null_null_20190223_0_0_1","nordlys","Tromsø","20190223","2019","folkelige motstanden. Norske myndigheter har ikke lært. Etter utbyggingen av Altaelva sa Gro at hun angret og at utbyggingen var",2019-02-23,0.16,0.98,0.92,0.42,0.11,0.14,0.3,0.19,0.07,0.76,0.94,0.8,0.04,0.41,0.24,0.31,0.62,0.15,0.42,0.78,0.78,0.57,0.07,0.67,0.38,0.24,0.42,0.7,0.81,0.95,0.75,0.84,0.84,0.07,0.01,0.23,0.17,0.38,0.14,0.04,0.25,0.04,0.06,0.79,0.57,0.61,0.15,0.08,0.35,0.08,0.68,0.87,0.16,0.83,0.62,0.78,0.68,0.21,0.71,0.02,0.06,0.11,0.72,0.02,0.14,0.04
NA,"URN:NBN:no-nb_digavis_nordlys_null_null_20191021_0_244_1","nordlys","Tromsø","20191021","2019","folkerett er en risikabel øvelse. Altasaken, Bjartmar Gjerde – og Oddmund Enoksen ALTASAKEN Ivar Bjørklund Professor i",2019-10-21,0.39,0.59,0.3,0.54,0.11,0.11,0.06,0.18,0.39,0.59,0.54,0.48,0.04,0.89,0.17,0.55,0.68,0.07,0.1,0.71,0.61,0.04,0.57,0.58,0.13,0.48,0.71,0.98,0.24,0.71,0.96,0.26,0.78,0.1,0.15,0.31,0.24,0.68,0.11,0.1,0.25,0.21,0.19,0.27,0.16,0.21,0.3,0.19,0.47,0.04,0.55,0.47,0.09,0.45,0.18,0.19,0.38,0.54,0.51,0.02,0.17,0.9,0.13,0.03,0.42,0.05
NA,"URN:NBN:no-nb_digavis_klassekampen_null_null_20190727_51_171_1","klassekampen","Oslo","20190727","2019","For 40 år sidan pågikk kampen om utbygginga av Guovdageaidnu-Alta-vassdraget. Tre av dei fremste i Folkeaksjonen var medlemmar",2019-07-27,0.24,0.58,0.88,0.34,0.16,0.18,0.61,0.07,0.16,0.03,0.22,0.7,0.08,0.68,0.14,0.56,0.74,0.29,0.66,0.65,0.62,0.29,0.03,0.55,0.05,0.74,0.58,0.59,0.26,0.65,0.35,0.46,0.86,0.02,0.14,0.75,0.42,0.18,0.13,0.03,0.07,0.12,0.09,0.19,0.54,0.16,0.07,0.28,0.76,0.15,0.82,0.45,0.37,0.45,0.38,0.32,0.23,0.04,0.46,0.01,0.25,0.49,0.34,0.04,0.04,0.08
NA,"URN:NBN:no-nb_digavis_altaposten_null_null_20191206_51_141_1","altaposten","Alta","20191206","2019","for å forstå bakteppet for kampen mot utbyggingen av Alta/ Kautokeino-vassdraget, men er også en historiefortelling om klokskap og",2019-12-06,0.31,0.98,0.61,0.19,0.1,0.19,0.22,0.16,0.12,0.1,0.53,0.25,0.06,0.29,0.1,0.3,0.24,0.03,0.1,0.39,0.46,0.07,0.18,0.31,0.04,0.25,0.34,0.34,0.08,0.23,0.66,0.03,0.28,0.15,0.3,0.97,0.47,0.21,0.05,0.06,0.18,0.07,0.09,0.01,0.22,0.07,0.24,0.14,0.87,0.04,0.54,0.01,0.63,0.11,0.59,0.11,0.46,0.08,0.02,0.02,0.58,0.29,0.23,0.04,0.04,0.07
NA,"URN:NBN:no-nb_digavis_nordlys_null_null_20191023_0_246_1","nordlys","Tromsø","20191023","2019","for å sminke et budsjettkutt. | debatt| Alta-utbygginga og ALTASAKEN Oddmund Enoksen Sortland Bruken av Bjartmar Gjerde som",2019-10-23,0.15,0.33,0.37,0.39,0.25,0.22,0.6,0.22,0.33,0.58,0.74,0.34,0.17,0.61,0.33,0.52,0.67,0.59,0.48,0.49,0.73,0.17,0.36,0.74,0.25,0.67,0.63,0.61,0.67,0.57,0.6,0.7,0.71,0.1,0.13,0.68,0.16,0.37,0.14,0.18,0.33,0.12,0.13,0.32,0.37,0.42,0.29,0.42,0.53,0.17,0.59,0.69,0.24,0.54,0.35,0.69,0.39,0.27,0.7,0.04,0.1,0.47,0.32,0.11,0.22,0.18
NA,"URN:NBN:no-nb_digavis_altaposten_null_null_20190322_51_35_1","altaposten","Alta","20190322","2019","for å vise sin motstand mot utbygginga av Alta-Kautokeino-vassdraget. Men det som skjedde var at flyet ble sporløst",2019-03-22,0.59,0.98,0.88,0.38,0.19,0.27,0.64,0.18,0.15,0.2,0.52,0.75,0.1,0.55,0.12,0.47,0.76,0.16,0.17,0.63,0.64,0.54,0.57,0.58,0.07,0.38,0.66,0.58,0.54,0.91,0.6,0.67,0.84,0.04,0.01,0.27,0.41,0.14,0.14,0.07,0.26,0.13,0.14,0.55,0.74,0.51,0.27,0.32,0.42,0.13,0.65,0.79,0.47,0.54,0.84,0.78,0.84,0.13,0.47,0.02,0.13,0.36,0.41,0.06,0.12,0.09
NA,"URN:NBN:no-nb_digavis_altaposten_null_null_20190327_51_37_1","altaposten","Alta","20190327","2019","for befolkningen i Al- ta-regionen. Vi ser at Klinikk Alta utbyggingen av E6 vest for også Kvænangsfjellet, kommuner i Nord-Troms",2019-03-27,0.32,0.25,0.61,0.63,0.29,0.17,0.3,0.4,0.4,0.5,0.61,0.38,0.14,0.69,0.89,0.69,0.72,0.56,0.38,0.29,0.57,0.09,0.11,0.59,0.3,0.13,0.6,0.65,0.51,0.49,0.48,0.65,0.5,0.34,0.4,0.72,0.52,0.16,0.21,0.23,0.23,0.19,0.22,0.21,0.35,0.37,0.45,0.45,0.41,0.22,0.59,0.44,0.29,0.42,0.15,0.13,0.39,0.18,0.43,0.06,0.47,0.27,0.45,0.08,0.06,0.14
NA,"URN:NBN:no-nb_digavis_altaposten_null_null_20190412_51_44_1","altaposten","Alta","20190412","2019","for bolyst. Det å være stolt av sin egen identitet. Alta-saken Konflikten rundt utbyggingen av demningen i Altaelva har også",2019-04-12,0.2,0.69,0.55,0.21,0.11,0.14,0.18,0.11,0.16,0.07,0.18,0.41,0.05,0.62,0.13,0.49,0.66,0.16,0.17,0.54,0.58,0.33,0.03,0.66,0.25,0.48,0.62,0.44,0.12,0.7,0.41,0.3,0.66,0.07,0.04,0.35,0.54,0.13,0.12,0.07,0.14,0.05,0.05,0.08,0.21,0.23,0.04,0.18,0.87,0.06,0.65,0.2,0.16,0.35,0.27,0.3,0.25,0.04,0.38,0.01,0.47,0.6,0.12,0.01,0.06,0.06
NA,"URN:NBN:no-nb_digavis_nordlys_null_null_20191016_0_240_1","nordlys","Tromsø","20191016","2019","For det var jo opplest og vedtatt at utbygginga av Alta-vassdraget ville – ødelegge Altaelva som lakseelv – bety slutten",2019-10-16,0.21,0.61,0.64,0.55,0.31,0.29,0.43,0.37,0.29,0.19,0.58,0.41,0.12,0.69,0.17,0.56,0.71,0.21,0.39,0.62,0.91,0.87,0.11,0.94,0.98,0.52,0.55,0.29,0.56,0.57,0.68,0.74,0.87,0.03,0.71,0.58,0.94,0.24,0.17,0.13,0.67,0.12,0.14,0.25,0.44,0.39,0.24,0.28,0.61,0.15,0.77,0.87,0.11,0.56,0.63,0.72,0.36,0.22,0.58,0.02,0.98,0.46,0.47,0.04,0.04,0.12
NA,"URN:NBN:no-nb_digavis_finnmarken_null_null_20191017_121_159_1","finnmarken","Vadsø","20191017","2019","For det var jo opplest og vedtatt at utbygginga av Alta-vassdraget ville • ødelegge Altaelva som lakseelv • bety slutten",2019-10-17,0.21,0.61,0.64,0.55,0.31,0.29,0.43,0.37,0.29,0.19,0.58,0.41,0.12,0.69,0.17,0.56,0.71,0.21,0.39,0.62,0.91,0.87,0.11,0.94,0.98,0.52,0.55,0.29,0.56,0.57,0.68,0.74,0.87,0.03,0.71,0.58,0.94,0.24,0.17,0.13,0.67,0.12,0.14,0.25,0.44,0.39,0.24,0.28,0.61,0.15,0.77,0.87,0.11,0.56,0.63,0.72,0.36,0.22,0.58,0.02,0.98,0.46,0.47,0.04,0.04,0.12
NA,"URN:NBN:no-nb_digavis_altaposten_null_null_20191016_51_119_1","altaposten","Alta","20191016","2019","For det var jo opplest og vedtatt at utbygginga av Alta-vassdraget ville • ødelegge Altaelva som lakseelv • bety slutten",2019-10-16,0.21,0.61,0.64,0.55,0.31,0.29,0.43,0.37,0.29,0.19,0.58,0.41,0.12,0.69,0.17,0.56,0.71,0.21,0.39,0.62,0.91,0.87,0.11,0.94,0.98,0.52,0.55,0.29,0.56,0.57,0.68,0.74,0.87,0.03,0.71,0.58,0.94,0.24,0.17,0.13,0.67,0.12,0.14,0.25,0.44,0.39,0.24,0.28,0.61,0.15,0.77,0.87,0.11,0.56,0.63,0.72,0.36,0.22,0.58,0.02,0.98,0.46,0.47,0.04,0.04,0.12
NA,"URN:NBN:no-nb_digavis_finnmarkdagblad_null_null_20191017_106_159_1","finnmarkdagblad","Hammerfest","20191017","2019","For det var jo opplest og vedtatt at utbygginga av Alta-vassdraget ville • ødelegge Altaelva som lakseelv • bety slutten",2019-10-17,0.21,0.61,0.64,0.55,0.31,0.29,0.43,0.37,0.29,0.19,0.58,0.41,0.12,0.69,0.17,0.56,0.71,0.21,0.39,0.62,0.91,0.87,0.11,0.94,0.98,0.52,0.55,0.29,0.56,0.57,0.68,0.74,0.87,0.03,0.71,0.58,0.94,0.24,0.17,0.13,0.67,0.12,0.14,0.25,0.44,0.39,0.24,0.28,0.61,0.15,0.77,0.87,0.11,0.56,0.63,0.72,0.36,0.22,0.58,0.02,0.98,0.46,0.47,0.04,0.04,0.12
NA,"URN:NBN:no-nb_digavis_finnmarken_null_null_20191017_121_159_1","finnmarken","Vadsø","20191017","2019","For det var jo opplest og vedtatt at utbygginga av Alta-vassdraget ville • ødelegge Altaelva som lakseelv • bety slutten for",2019-10-17,0.2,0.58,0.64,0.58,0.31,0.32,0.45,0.38,0.36,0.21,0.58,0.42,0.14,0.74,0.21,0.57,0.76,0.21,0.36,0.59,0.91,0.87,0.12,0.94,0.98,0.49,0.57,0.48,0.6,0.58,0.71,0.72,0.89,0.03,0.68,0.61,0.95,0.26,0.22,0.15,0.68,0.15,0.14,0.25,0.43,0.4,0.28,0.36,0.6,0.21,0.76,0.87,0.11,0.59,0.63,0.68,0.37,0.2,0.58,0.02,0.98,0.48,0.48,0.05,0.04,0.13
NA,"URN:NBN:no-nb_digavis_altaposten_null_null_20191016_51_119_1","altaposten","Alta","20191016","2019","For det var jo opplest og vedtatt at utbygginga av Alta-vassdraget ville • ødelegge Altaelva som lakseelv • bety slutten for",2019-10-16,0.2,0.58,0.64,0.58,0.31,0.32,0.45,0.38,0.36,0.21,0.58,0.42,0.14,0.74,0.21,0.57,0.76,0.21,0.36,0.59,0.91,0.87,0.12,0.94,0.98,0.49,0.57,0.48,0.6,0.58,0.71,0.72,0.89,0.03,0.68,0.61,0.95,0.26,0.22,0.15,0.68,0.15,0.14,0.25,0.43,0.4,0.28,0.36,0.6,0.21,0.76,0.87,0.11,0.59,0.63,0.68,0.37,0.2,0.58,0.02,0.98,0.48,0.48,0.05,0.04,0.13
NA,"URN:NBN:no-nb_digavis_finnmarkdagblad_null_null_20191017_106_159_1","finnmarkdagblad","Hammerfest","20191017","2019","For det var jo opplest og vedtatt at utbygginga av Alta-vassdraget ville • ødelegge Altaelva som lakseelv • bety slutten for",2019-10-17,0.2,0.58,0.64,0.58,0.31,0.32,0.45,0.38,0.36,0.21,0.58,0.42,0.14,0.74,0.21,0.57,0.76,0.21,0.36,0.59,0.91,0.87,0.12,0.94,0.98,0.49,0.57,0.48,0.6,0.58,0.71,0.72,0.89,0.03,0.68,0.61,0.95,0.26,0.22,0.15,0.68,0.15,0.14,0.25,0.43,0.4,0.28,0.36,0.6,0.21,0.76,0.87,0.11,0.59,0.63,0.68,0.37,0.2,0.58,0.02,0.98,0.48,0.48,0.05,0.04,0.13
NA,"URN:NBN:no-nb_digavis_sagat_null_null_20191016_63_197_1","sagat","Lakselv","20191016","2019","For det var jo opplest og vedtatt at utbygginga av Alta-vassdraget ville • Ødelegge Altaelva som lakseelv. • Bety",2019-10-16,0.29,0.64,0.63,0.57,0.37,0.42,0.49,0.47,0.35,0.27,0.62,0.45,0.15,0.72,0.21,0.58,0.72,0.22,0.52,0.61,0.9,0.86,0.17,0.92,0.98,0.57,0.63,0.31,0.56,0.54,0.65,0.79,0.83,0.08,0.7,0.64,0.93,0.32,0.21,0.16,0.74,0.17,0.18,0.33,0.45,0.44,0.31,0.37,0.76,0.19,0.75,0.83,0.21,0.59,0.62,0.71,0.44,0.25,0.63,0.05,0.97,0.52,0.55,0.08,0.06,0.16
NA,"URN:NBN:no-nb_digavis_sagat_null_null_20191016_63_197_1","sagat","Lakselv","20191016","2019","For det var jo opplest og vedtatt at utbygginga av Alta-vassdraget ville • Ødelegge Altaelva som lakseelv. • Bety slutten",2019-10-16,0.25,0.61,0.66,0.55,0.26,0.26,0.47,0.46,0.3,0.27,0.63,0.41,0.12,0.7,0.19,0.57,0.72,0.25,0.46,0.66,0.94,0.91,0.13,0.95,0.98,0.57,0.67,0.3,0.58,0.61,0.71,0.81,0.89,0.03,0.78,0.66,0.95,0.3,0.19,0.15,0.76,0.12,0.16,0.29,0.45,0.39,0.25,0.29,0.68,0.15,0.78,0.89,0.12,0.61,0.64,0.76,0.44,0.24,0.62,0.01,0.98,0.51,0.49,0.04,0.07,0.13
NA,"URN:NBN:no-nb_digavis_vesteraalen_null_null_20191015_99_196_1","vesteraalen","Sortland","20191015","2019","For det var jo opplest og vedtatt at utbygginga av Alta-vassdraget ville e ødelegge Altaelva som lakseelv e bety",2019-10-15,0.19,0.6,0.66,0.53,0.25,0.27,0.43,0.35,0.32,0.18,0.57,0.36,0.13,0.7,0.17,0.55,0.71,0.16,0.34,0.6,0.9,0.87,0.11,0.93,0.98,0.49,0.56,0.34,0.54,0.54,0.67,0.75,0.88,0.04,0.69,0.59,0.95,0.21,0.19,0.14,0.65,0.14,0.13,0.27,0.4,0.41,0.27,0.3,0.59,0.17,0.75,0.86,0.16,0.58,0.64,0.66,0.37,0.26,0.57,0.03,0.98,0.44,0.42,0.05,0.03,0.12
NA,"URN:NBN:no-nb_digavis_vesteraalen_null_null_20191015_99_196_1","vesteraalen","Sortland","20191015","2019","For det var jo opplest og vedtatt at utbygginga av Alta-vassdraget ville e ødelegge Altaelva som lakseelv e bety slutten",2019-10-15,0.2,0.6,0.64,0.53,0.27,0.3,0.44,0.38,0.27,0.2,0.58,0.39,0.12,0.7,0.18,0.55,0.71,0.17,0.36,0.63,0.91,0.89,0.11,0.95,0.98,0.47,0.59,0.31,0.54,0.57,0.67,0.78,0.92,0.03,0.71,0.58,0.95,0.24,0.16,0.13,0.69,0.11,0.13,0.26,0.4,0.41,0.23,0.28,0.61,0.16,0.76,0.88,0.13,0.56,0.63,0.74,0.37,0.22,0.58,0.01,0.98,0.47,0.47,0.04,0.06,0.13
NA,"URN:NBN:no-nb_digavis_verdensgang_null_null_20190407_0_96_1","verdensgang","Oslo","20190407","2019","For historiene sitter løst. Etter aksjonen mot utbyggingen av Altaelva på begynnelsen av 1980-tallet – med den påfølgende",2019-04-07,0.17,0.94,0.77,0.17,0.08,0.14,0.14,0.09,0.1,0.05,0.28,0.73,0.13,0.31,0.08,0.24,0.68,0.23,0.33,0.53,0.4,0.28,0.19,0.72,0.52,0.27,0.55,0.57,0.42,0.52,0.28,0.54,0.86,0.03,0.03,0.38,0.2,0.45,0.12,0.1,0.11,0.07,0.07,0.42,0.52,0.5,0.1,0.26,0.68,0.04,0.74,0.49,0.15,0.56,0.53,0.48,0.42,0.06,0.67,0.01,0.07,0.47,0.22,0.02,0.08,0.07
NA,"URN:NBN:no-nb_digavis_sagat_null_null_20190123_63_15_1","sagat","Lakselv","20190123","2019","for mor å gjemme bort barndommen sin for meg. Da Alta-aksjonen kom og mor så protestene på fjernsynet, reagerte hun",2019-01-23,0.21,0.84,0.92,0.18,0.94,0.08,0.17,0.07,0.08,0.03,0.28,0.85,0.06,0.36,0.23,0.29,0.7,0.22,0.08,0.41,0.31,0.42,0.4,0.62,0.12,0.26,0.55,0.43,0.69,0.57,0.54,0.73,0.83,0.03,0.03,0.37,0.15,0.61,0.1,0.05,0.05,0.1,0.14,0.48,0.67,0.64,0.13,0.85,0.41,0.1,0.91,0.73,0.2,0.5,0.38,0.41,0.59,0.12,0.56,0.01,0.05,0.1,0.16,0.02,0.4,0.06
NA,"URN:NBN:no-nb_digavis_kronstadposten_null_null_20191025_10_41_1","kronstadposten","Alta","20191025","2019","for så mange. Fra demonstrasjonen mot utbyggingen av Alta-Kautokeinovassdraget i 1979. I forgrunnen Svein Suhr, nestleder i",2019-10-25,0.56,0.97,0.94,0.55,0.16,0.25,0.55,0.12,0.21,0.04,0.33,0.96,0.11,0.54,0.18,0.44,0.76,0.4,0.35,0.48,0.59,0.34,0.18,0.77,0.15,0.18,0.58,0.75,0.53,0.65,0.46,0.7,0.89,0.04,0.16,0.6,0.5,0.29,0.1,0.11,0.18,0.08,0.13,0.33,0.67,0.29,0.11,0.26,0.76,0.24,0.88,0.66,0.4,0.55,0.42,0.48,0.31,0.16,0.53,0.02,0.34,0.21,0.52,0.03,0.09,0.15
NA,"URN:NBN:no-nb_digavis_driva_null_null_20190301_48_18_1","driva","Sunndalsøra","20190301","2019","for vern av natur i verdssamanheng, 10 år føre Altaaksjonen. Under neste års 50-årsmarkering blir det seminar med innbodne",2019-03-01,0.05,0.43,0.27,0.55,0.15,0.2,0.11,0.1,0.12,0.08,0.16,0.18,0.04,0.54,0.11,0.45,0.54,0.05,0.02,0.12,0.66,0.88,0.54,0.07,0.06,0.07,0.2,0.56,0.13,0.28,0.5,0.21,0.23,0.05,0.22,0.7,0.28,0.28,0.07,0.03,0.21,0.15,0.23,0.1,0.2,0.19,0.53,0.2,0.68,0.03,0.7,0.53,0.24,0.57,0.11,0.04,0.32,0.01,0.52,0.05,0.29,0.1,0.13,0.1,0.12,0.08
NA,"URN:NBN:no-nb_digavis_hammerfestingen_null_null_20190822_9_32_1","hammerfestingen","Hammerfest","20190822","2019","fordi Kanskje på grunn av det store 40 år siden Alta-aksjonen, og 20 ny bygg er nes overgrep mot urin- ham om",2019-08-22,0.26,0.59,0.53,0.26,0.19,0.22,0.23,0.16,0.29,0.12,0.53,0.5,0.11,0.71,0.17,0.32,0.81,0.29,0.15,0.56,0.55,0.18,0.1,0.77,0.09,0.21,0.51,0.6,0.57,0.3,0.6,0.75,0.9,0.05,0.04,0.25,0.3,0.65,0.11,0.11,0.15,0.17,0.21,0.5,0.58,0.72,0.1,0.26,0.69,0.14,0.74,0.59,0.06,0.53,0.26,0.45,0.28,0.09,0.74,0.02,0.28,0.28,0.19,0.09,0.22,0.12
NA,"URN:NBN:no-nb_digavis_vaartland_null_null_20190216_75_40_1","vaartland","Oslo","20190216","2019","føre til at det rister mer under Nussir-saken enn under Alta-saken. Samisk protest. – Jeg tror det kommer til å bli",2019-02-16,0.69,0.44,0.94,0.66,0.54,0.43,0.45,0.14,0.26,0.23,0.52,0.84,0.11,0.75,0.26,0.72,0.72,0.7,0.41,0.78,0.88,0.79,0.67,0.9,0.08,0.24,0.72,0.86,0.52,0.76,0.65,0.65,0.92,0.06,0.03,0.51,0.27,0.08,0.28,0.09,0.2,0.2,0.15,0.57,0.57,0.46,0.31,0.54,0.56,0.26,0.67,0.64,0.43,0.61,0.63,0.52,0.62,0.09,0.45,0.02,0.28,0.43,0.2,0.05,0.16,0.18
NA,"URN:NBN:no-nb_digavis_altaposten_null_null_20190510_51_53_1","altaposten","Alta","20190510","2019","forlagsredaktør og forfatter, Frithjof Funder, fra Oslo. – Alta-aksjonen ja, det var en meget forfriskende aksjon. Jeg husker",2019-05-10,0.66,0.72,0.91,0.69,0.42,0.26,0.41,0.22,0.24,0.19,0.67,0.84,0.25,0.79,0.66,0.73,0.91,0.76,0.41,0.76,0.86,0.67,0.66,0.86,0.51,0.54,0.81,0.76,0.47,0.65,0.55,0.61,0.16,0.24,0.18,0.84,0.41,0.78,0.16,0.18,0.27,0.25,0.32,0.42,0.79,0.04,0.41,0.64,0.71,0.29,0.94,0.58,0.8,0.71,0.56,0.49,0.44,0.19,0.53,0.15,0.3,0.51,0.45,0.16,0.45,0.26
